td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
"[9, 2, 11, -4, 11, -5, 2, 1, -4, -1, 0, 5, -1, -4]","[-4, -2, 8, 1, 5, 3, 4, -2, 3, 1, 8, 5, -4, 9]","[13, 6, 15, 0, 15, -1, 6, 5, 0, 3, 4, 9, 3, 0]","[0, 2, 12, 5, 9, 7, 8, 2, 7, 5, 12, 9, 0, 13]","[2, 11, -4, 11, -5, 2, 1, -4, -1, 0, 5, -1, -4]","[-2, 8, 1, 5, 3, 4, -2, 3, 1, 8, 5, -4, 9]","[9, 2, 4, 11, -4, 11, -5, 2, 1, -4, -1, 0, 5, -1, -4]","[-4, -2, 4, 8, 1, 5, 3, 4, -2, 3, 1, 8, 5, -4, 9]","[9, 2, 11, -4, 11, -5, 2, 1, -4, -1, 0, 5, -1, -4, 0.1111111111, 0.5, 0.0909090909, -0.25, 0.0909090909, -0.2, 0.5, 1.0, -0.25, -1.0, 'ZeroDivisionError', 0.2, -1.0, -0.25]","[-4, -2, 8, 1, 5, 3, 4, -2, 3, 1, 8, 5, -4, 9, -0.25, -0.5, 0.125, 1.0, 0.2, 0.33333333330000003, 0.25, -0.5, 0.33333333330000003, 1.0, 0.125, 0.2, -0.25, 0.1111111111]","[36, 8, 44, -16, 44, -20, 8, 4, -16, -4, 0, 20, -4, -16]","[-16, -8, 32, 4, 20, 12, 16, -8, 12, 4, 32, 20, -16, 36]","[-1, 0, 1, -5, 2, 9, 11, 5, 2, 11, -4, -4, -4, -1]","[8, -4, 3, 9, 5, 5, -4, 8, 4, -2, 1, 1, 3, -2]",10.4662280702,10.1117216117,8.1825396825,10.4662280702,error,10.4662280702,9.4662280702,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[0, -14, 3, 0, 10, -10, -8, 15, 12, 8, -3, -13, -10]","[13, 8, 9, 14, 12, 2, -5, -7, 9, 15, -4, 4, -1]","[4, -10, 7, 4, 14, -6, -4, 19, 16, 12, 1, -9, -6]","[17, 12, 13, 18, 16, 6, -1, -3, 13, 19, 0, 8, 3]","[0, -14, 3, 0, 10, -10, -8, 15, 12, 8, -13, -10]","[13, 8, 9, 14, 12, 2, -5, -7, 9, 15, 4, -1]","[0, -14, 3, 0, 4, 10, -10, -8, 15, 12, 8, -3, -13, -10]","[13, 8, 9, 14, 4, 12, 2, -5, -7, 9, 15, -4, 4, -1]","[0, -14, 3, 0, 10, -10, -8, 15, 12, 8, -3, -13, -10, 'ZeroDivisionError', -0.0714285714, 0.33333333330000003, 'ZeroDivisionError', 0.1, -0.1, -0.125, 0.0666666667, 0.0833333333, 0.125, -0.33333333330000003, -0.0769230769, -0.1]","[13, 8, 9, 14, 12, 2, -5, -7, 9, 15, -4, 4, -1, 0.0769230769, 0.125, 0.1111111111, 0.0714285714, 0.0833333333, 0.5, -0.2, -0.1428571429, 0.1111111111, 0.0666666667, -0.25, 0.25, -1.0]","[0, -56, 12, 0, 40, -40, -32, 60, 48, 32, -12, -52, -40]","[52, 32, 36, 56, 48, 8, -20, -28, 36, 60, -16, 16, -4]","[-14, 10, -10, -13, 3, 15, 0, -8, 0, -10, -3, 12, 8]","[-5, -4, 2, 9, 13, 14, -7, 15, -1, 9, 8, 12, 4]",8.2299222517,9.4665003025,8.5513326496,8.2299222517,error,8.2299222517,8.0870651088,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
"[3, -5, -1, -3, -2, 1, 4, -4, -12, -11, -8, -3]","[-3, -7, -11, -3, 1, -2, -12, -10, -3, 2, -3, -8]","[7, -1, 3, 1, 2, 5, 8, 0, -8, -7, -4, 1]","[1, -3, -7, 1, 5, 2, -8, -6, 1, 6, 1, -4]","[3, -5, -1, -3, -2, 1, 4, -12, -11, -8, -3]","[-3, -7, -11, -3, 1, -2, -12, -3, 2, -3, -8]","[3, -5, -1, -3, -2, 1, 4, 4, -4, -12, -11, -8, -3]","[-3, -7, -11, -3, 1, -2, 4, -12, -10, -3, 2, -3, -8]","[3, -5, -1, -3, -2, 1, 4, -4, -12, -11, -8, -3, 0.33333333330000003, -0.2, -1.0, -0.33333333330000003, -0.5, 1.0, 0.25, -0.25, -0.0833333333, -0.0909090909, -0.125, -0.33333333330000003]","[-3, -7, -11, -3, 1, -2, -12, -10, -3, 2, -3, -8, -0.33333333330000003, -0.1428571429, -0.0909090909, -0.33333333330000003, 1.0, -0.5, -0.0833333333, -0.1, -0.33333333330000003, 0.5, -0.33333333330000003, -0.125]","[12, -20, -4, -12, -8, 4, 16, -16, -48, -44, -32, -12]","[-12, -28, -44, -12, 4, -8, -48, -40, -12, 8, -12, -32]","[-12, 3, -8, -3, -4, -1, -5, -3, 4, -11, 1, -2]","[-7, -8, -3, -2, -10, -3, -3, -3, 2, 1, -12, -11]",7.9376623377,6.1219158035,9.1071428571,7.9376623377,15.8753246753,7.9376623377,7.5090909091,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-7, 7, -10, 3, 15, -7, 6, 9, 16, 2]","[-10, -4, 3, 13, -9, -12, 1, 16, 16, -1]","[-3, 11, -6, 7, 19, -3, 10, 13, 20, 6]","[-6, 0, 7, 17, -5, -8, 5, 20, 20, 3]","[-7, 7, -10, 3, 15, -7, 9, 16, 2]","[-10, -4, 3, 13, -9, -12, 16, 16, -1]","[-7, 7, -10, 3, 15, -7, 6, 9, 16, 4, 2]","[-10, -4, 3, 13, -9, -12, 1, 16, 16, 4, -1]","[-7, 7, -10, 3, 15, -7, 6, 9, 16, 2, -0.1428571429, 0.1428571429, -0.1, 0.33333333330000003, 0.0666666667, -0.1428571429, 0.1666666667, 0.1111111111, 0.0625, 0.5]","[-10, -4, 3, 13, -9, -12, 1, 16, 16, -1, -0.1, -0.25, 0.33333333330000003, 0.0769230769, -0.1111111111, -0.0833333333, 1.0, 0.0625, 0.0625, -1.0]","[-28, 28, -40, 12, 60, -28, 24, 36, 64, 8]","[-40, -16, 12, 52, -36, -48, 4, 64, 64, -4]","[15, 3, -7, 9, 6, -7, 2, 16, -10, 7]","[-10, -9, -4, -12, 3, 16, 16, 13, -1, 1]",6.0589141973,7.0554684779,5.0833333333,6.0589141973,12.1178283945,6.0589141973,5.344628483,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[4, 2, 11, -14, 1, -8, -11, -2]","[-3, 7, -14, -10, -12, -8, 6, 3]","[8, 6, 15, -10, 5, -4, -7, 2]","[1, 11, -10, -6, -8, -4, 10, 7]","[2, 11, -14, 1, -8, -11, -2]","[7, -14, -10, -12, -8, 6, 3]","[4, 2, 11, -14, 1, -8, -11, -2, 4]","[-3, 7, -14, -10, -12, -8, 6, 3, 4]","[4, 2, 11, -14, 1, -8, -11, -2, 0.25, 0.5, 0.0909090909, -0.0714285714, 1.0, -0.125, -0.0909090909, -0.5]","[-3, 7, -14, -10, -12, -8, 6, 3, -0.33333333330000003, 0.1428571429, -0.0714285714, -0.1, -0.0833333333, -0.125, 0.1666666667, 0.33333333330000003]","[16, 8, 44, -56, 4, -32, -44, -8]","[-12, 28, -56, -40, -48, -32, 24, 12]","[-11, 11, 1, -2, 2, -14, -8, 4]","[7, -12, -10, 3, -3, -14, 6, -8]",5.7222222222,7.0,4.8774509804,5.7222222222,11.4444444444,5.7222222222,4.7222222222,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-8, 0, 3, 4, -5, -3, -1, -8]","[0, 1, -10, 1, 7, -8, -7, -3]","[-4, 4, 7, 8, -1, 1, 3, -4]","[4, 5, -6, 5, 11, -4, -3, 1]","[-8, 0, 3, 4, -5, -3, -8]","[0, 1, -10, 1, 7, -8, -3]","[-8, 0, 3, 4, -5, 4, -3, -1, -8]","[0, 1, -10, 1, 7, 4, -8, -7, -3]","[-8, 0, 3, 4, -5, -3, -1, -8, -0.125, 'ZeroDivisionError', 0.33333333330000003, 0.25, -0.2, -0.33333333330000003, -1.0, -0.125]","[0, 1, -10, 1, 7, -8, -7, -3, 'ZeroDivisionError', 1.0, -0.1, 1.0, 0.1428571429, -0.125, -0.1428571429, -0.33333333330000003]","[-32, 0, 12, 16, -20, -12, -4, -32]","[0, 4, -40, 4, 28, -32, -28, -12]","[-8, -3, -1, -5, -8, 3, 4, 0]","[0, 1, -10, -3, -8, 7, 1, -7]",6.2590909091,5.0681818182,6.3418803419,6.2590909091,error,6.2590909091,5.5090909091,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
"[-5, -8]","[-6, 10]","[-1, -4]","[-2, 14]",[-8],[10],"[4, -5, -8]","[4, -6, 10]","[-5, -8, -0.2, -0.125]","[-6, 10, -0.1666666667, 0.1]","[-20, -32]","[-24, 40]","[-5, -8]","[10, -6]",1.0909090909,1.1428571429,1.3333333333000001,1.0909090909,2.1818181818,1.0909090909,1.0,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-9, 4, -2, -4, 1, -1, -4, 4, -1, -6]","[-3, 1, -8, 3, -7, -12, -7, -5, 2, -6]","[-5, 8, 2, 0, 5, 3, 0, 8, 3, -2]","[1, 5, -4, 7, -3, -8, -3, -1, 6, -2]","[-9, 4, -2, -4, 1, -4, 4, -1, -6]","[-3, 1, -8, 3, -7, -7, -5, 2, -6]","[-9, 4, -2, -4, 1, -1, 4, -4, 4, -1, -6]","[-3, 1, -8, 3, -7, -12, 4, -7, -5, 2, -6]","[-9, 4, -2, -4, 1, -1, -4, 4, -1, -6, -0.1111111111, 0.25, -0.5, -0.25, 1.0, -1.0, -0.25, 0.25, -1.0, -0.1666666667]","[-3, 1, -8, 3, -7, -12, -7, -5, 2, -6, -0.33333333330000003, 1.0, -0.125, 0.33333333330000003, -0.1428571429, -0.0833333333, -0.1428571429, -0.2, 0.5, -0.1666666667]","[-36, 16, -8, -16, 4, -4, -16, 16, -4, -24]","[-12, 4, -32, 12, -28, -48, -28, -20, 8, -24]","[4, -2, -4, 1, 4, -6, -9, -1, -1, -4]","[-12, -6, -7, 3, -7, -8, 1, -3, -5, 2]",6.8188811189,6.5822510823,7.5641025641,6.8188811189,13.6377622378,6.8188811189,5.9727272727,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-2, 5, -2, -2, 0, 5, 4, -6, -5, 5, -4]","[-5, 3, 3, 1, 3, -1, 3, 4, 4, 0, 3]","[2, 9, 2, 2, 4, 9, 8, -2, -1, 9, 0]","[-1, 7, 7, 5, 7, 3, 7, 8, 8, 4, 7]","[-2, 5, -2, -2, 0, 5, 4, -6, -5, -4]","[-5, 3, 3, 1, 3, -1, 3, 4, 4, 3]","[-2, 5, -2, -2, 0, 5, 4, 4, -6, -5, 5, -4]","[-5, 3, 3, 1, 3, -1, 3, 4, 4, 4, 0, 3]","[-2, 5, -2, -2, 0, 5, 4, -6, -5, 5, -4, -0.5, 0.2, -0.5, -0.5, 'ZeroDivisionError', 0.2, 0.25, -0.1666666667, -0.2, 0.2, -0.25]","[-5, 3, 3, 1, 3, -1, 3, 4, 4, 0, 3, -0.2, 0.33333333330000003, 0.33333333330000003, 1.0, 0.33333333330000003, -1.0, 0.33333333330000003, 0.25, 0.25, 'ZeroDivisionError', 0.33333333330000003]","[-8, 20, -8, -8, 0, 20, 16, -24, -20, 20, -16]","[-20, 12, 12, 4, 12, -4, 12, 16, 16, 0, 12]","[5, -2, 5, -6, -2, 5, 4, 0, -5, -2, -4]","[3, 4, 3, 4, -5, 3, 0, 1, 3, -1, 3]",8.8214285714,7.5119047619,6.3331363081,8.8214285714,error,8.8214285714,7.8214285714,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[5, -9, 3, -9, -7, -8, -5, -9, 3, -3, -5, -7, 3, 6]","[6, -2, 0, -1, -4, 3, 3, 0, -2, -3, -1, 1, 2, -7]","[9, -5, 7, -5, -3, -4, -1, -5, 7, 1, -1, -3, 7, 10]","[10, 2, 4, 3, 0, 7, 7, 4, 2, 1, 3, 5, 6, -3]","[5, -9, 3, -7, -8, -5, -9, 3, -3, -5, -7, 3, 6]","[6, -2, 0, -4, 3, 3, 0, -2, -3, -1, 1, 2, -7]","[5, -9, 3, 4, -9, -7, -8, -5, -9, 3, -3, -5, -7, 3, 6]","[6, -2, 0, 4, -1, -4, 3, 3, 0, -2, -3, -1, 1, 2, -7]","[5, -9, 3, -9, -7, -8, -5, -9, 3, -3, -5, -7, 3, 6, 0.2, -0.1111111111, 0.33333333330000003, -0.1111111111, -0.1428571429, -0.125, -0.2, -0.1111111111, 0.33333333330000003, -0.33333333330000003, -0.2, -0.1428571429, 0.33333333330000003, 0.1666666667]","[6, -2, 0, -1, -4, 3, 3, 0, -2, -3, -1, 1, 2, -7, 0.1666666667, -0.5, 'ZeroDivisionError', -1.0, -0.25, 0.33333333330000003, 0.33333333330000003, 'ZeroDivisionError', -0.5, -0.33333333330000003, -1.0, 1.0, 0.5, -0.1428571429]","[20, -36, 12, -36, -28, -32, -20, -36, 12, -12, -20, -28, 12, 24]","[24, -8, 0, -4, -16, 12, 12, 0, -8, -12, -4, 4, 8, -28]","[-7, 6, -3, -5, 3, 3, -5, -8, -9, -9, 5, 3, -7, -9]","[-4, -3, 3, 0, -1, 1, -2, 0, -1, 6, 2, -7, -2, 3]",9.6666666667,10.9854256854,9.9578374842,9.6666666667,error,9.6666666667,8.8666666667,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
"[10, -5, 5]","[-5, -4, 0]","[14, -1, 9]","[-1, 0, 4]","[10, -5]","[-5, -4]","[4, 10, -5, 5]","[4, -5, -4, 0]","[10, -5, 5, 0.1, -0.2, 0.2]","[-5, -4, 0, -0.2, -0.25, 'ZeroDivisionError']","[40, -20, 20]","[-20, -16, 0]","[10, 5, -5]","[0, -5, -4]",2.1111111111,2.1111111111,2.3846153846,2.1111111111,error,2.1111111111,1.1111111111,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
"[12, 9, 2, -3, 10, -3]","[-8, 6, -9, -9, 11, 1]","[16, 13, 6, 1, 14, 1]","[-4, 10, -5, -5, 15, 5]","[12, 9, 2, -3, 10]","[-8, 6, -9, -9, 11]","[12, 9, 2, -3, 4, 10, -3]","[-8, 6, -9, -9, 4, 11, 1]","[12, 9, 2, -3, 10, -3, 0.0833333333, 0.1111111111, 0.5, -0.33333333330000003, 0.1, -0.33333333330000003]","[-8, 6, -9, -9, 11, 1, -0.125, 0.1666666667, -0.1111111111, -0.1111111111, 0.0909090909, 1.0]","[48, 36, 8, -12, 40, -12]","[-32, 24, -36, -36, 44, 4]","[-3, 9, -3, 2, 12, 10]","[-9, -8, 6, 11, 1, -9]",3.7476190475999998,5.0384615385,3.8315842078999998,3.7476190475999998,7.4952380952,3.7476190475999998,2.7476190475999998,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-13, -14, 9, -4, 1, -5]","[-13, 9, -15, 7, -6, -16]","[-9, -10, 13, 0, 5, -1]","[-9, 13, -11, 11, -2, -12]","[-13, -14, 9, -4, 1]","[-13, 9, -15, 7, -6]","[-13, -14, 9, -4, 4, 1, -5]","[-13, 9, -15, 7, 4, -6, -16]","[-13, -14, 9, -4, 1, -5, -0.0769230769, -0.0714285714, 0.1111111111, -0.25, 1.0, -0.2]","[-13, 9, -15, 7, -6, -16, -0.0769230769, 0.1111111111, -0.0666666667, 0.1428571429, -0.1666666667, -0.0625]","[-52, -56, 36, -16, 4, -20]","[-52, 36, -60, 28, -24, -64]","[-4, -14, 1, -13, -5, 9]","[7, -6, 9, -16, -15, -13]",4.5238095238,3.8034482759,4.8461538462,4.5238095238,9.0476190476,4.5238095238,4.0,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-15, -19, -9, 6, -10, -6]","[-6, -1, -5, 4, 1, -13]","[-11, -15, -5, 10, -6, -2]","[-2, 3, -1, 8, 5, -9]","[-19, -9, 6, -10, -6]","[-1, -5, 4, 1, -13]","[-15, -19, -9, 6, -10, -6, 4]","[-6, -1, -5, 4, 1, -13, 4]","[-15, -19, -9, 6, -10, -6, -0.0666666667, -0.0526315789, -0.1111111111, 0.1666666667, -0.1, -0.1666666667]","[-6, -1, -5, 4, 1, -13, -0.1666666667, -1.0, -0.2, 0.25, 1.0, -0.0769230769]","[-60, -76, -36, 24, -40, -24]","[-24, -4, -20, 16, 4, -52]","[-9, -15, -19, 6, -6, -10]","[1, -5, -13, -6, -1, 4]",3.1827067669,4.4017857143,4.1064491064,3.1827067669,6.3654135338,3.1827067669,2.7541353383000002,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-3, -10, 7, -9, -4, 4, -2]","[4, -5, -3, 8, 4, -10, 5]","[1, -6, 11, -5, 0, 8, 2]","[8, -1, 1, 12, 8, -6, 9]","[-3, -10, -9, -4, 4, -2]","[4, -5, 8, 4, -10, 5]","[-3, -10, 7, -9, 4, -4, 4, -2]","[4, -5, -3, 8, 4, 4, -10, 5]","[-3, -10, 7, -9, -4, 4, -2, -0.33333333330000003, -0.1, 0.1428571429, -0.1111111111, -0.25, 0.25, -0.5]","[4, -5, -3, 8, 4, -10, 5, 0.25, -0.2, -0.33333333330000003, 0.125, 0.25, -0.1, 0.2]","[-12, -40, 28, -36, -16, 16, -8]","[16, -20, -12, 32, 16, -40, 20]","[-10, -2, -3, 7, -4, -9, 4]","[4, -3, 5, -10, -5, 4, 8]",6.3333333333,4.6444444444,5.9617604618,6.3333333333,12.6666666667,6.3333333333,5.3333333333,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-5, 8, 4, 5, -3, 17, 0, 15, 12]","[14, -2, 6, 10, 6, -1, -4, 5, -2]","[-1, 12, 8, 9, 1, 21, 4, 19, 16]","[18, 2, 10, 14, 10, 3, 0, 9, 2]","[-5, 8, 4, 5, 17, 0, 15, 12]","[14, -2, 6, 10, -1, -4, 5, -2]","[-5, 8, 4, 5, -3, 17, 4, 0, 15, 12]","[14, -2, 6, 10, 6, -1, 4, -4, 5, -2]","[-5, 8, 4, 5, -3, 17, 0, 15, 12, -0.2, 0.125, 0.25, 0.2, -0.33333333330000003, 0.058823529400000005, 'ZeroDivisionError', 0.0666666667, 0.0833333333]","[14, -2, 6, 10, 6, -1, -4, 5, -2, 0.0714285714, -0.5, 0.1666666667, 0.1, 0.1666666667, -1.0, -0.25, 0.2, -0.5]","[-20, 32, 16, 20, -12, 68, 0, 60, 48]","[56, -8, 24, 40, 24, -4, -16, 20, -8]","[12, -5, 15, 8, 5, 4, 0, 17, -3]","[10, 6, 5, -1, -2, 14, 6, -4, -2]",7.0333333333,6.3464646465,5.7458905827999995,7.0333333333,error,7.0333333333,6.0333333333,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[6, -18, -15, -6, -2, 2, 1, -16, 2, -14, -11, -4, -14, 1]","[-9, 6, 8, 2, -8, 3, -3, -14, -8, -3, 7, 5, 7, -12]","[10, -14, -11, -2, 2, 6, 5, -12, 6, -10, -7, 0, -10, 5]","[-5, 10, 12, 6, -4, 7, 1, -10, -4, 1, 11, 9, 11, -8]","[6, -18, -15, -6, -2, 2, 1, 2, -14, -11, -4, -14, 1]","[-9, 6, 8, 2, -8, 3, -3, -8, -3, 7, 5, 7, -12]","[6, -18, -15, -6, -2, 2, 1, -16, 2, -14, 4, -11, -4, -14, 1]","[-9, 6, 8, 2, -8, 3, -3, -14, -8, -3, 4, 7, 5, 7, -12]","[6, -18, -15, -6, -2, 2, 1, -16, 2, -14, -11, -4, -14, 1, 0.1666666667, -0.0555555556, -0.0666666667, -0.1666666667, -0.5, 0.5, 1.0, -0.0625, 0.5, -0.0714285714, -0.0909090909, -0.25, -0.0714285714, 1.0]","[-9, 6, 8, 2, -8, 3, -3, -14, -8, -3, 7, 5, 7, -12, -0.1111111111, 0.1666666667, 0.125, 0.5, -0.125, 0.33333333330000003, -0.33333333330000003, -0.0714285714, -0.125, -0.33333333330000003, 0.1428571429, 0.2, 0.1428571429, -0.0833333333]","[24, -72, -60, -24, -8, 8, 4, -64, 8, -56, -44, -16, -56, 4]","[-36, 24, 32, 8, -32, 12, -12, -56, -32, -12, 28, 20, 28, -48]","[-2, -18, 1, -6, -15, -4, -11, -16, 2, 6, -14, 2, -14, 1]","[-3, -12, -8, 7, 8, 7, 6, -8, 2, -3, 5, 3, -9, -14]",11.5137254902,9.1507246377,11.8344988345,11.5137254902,23.0274509804,11.5137254902,11.4470588235,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-3, 2]","[-10, -2]","[1, 6]","[-6, 2]",[-3],[-10],"[-3, 2, 4]","[-10, -2, 4]","[-3, 2, -0.33333333330000003, 0.5]","[-10, -2, -0.1, -0.5]","[-12, 8]","[-40, -8]","[-3, 2]","[-2, -10]",1.5384615385,1.2,1.5,1.5384615385,3.0769230769,1.5384615385,0.5384615385,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-7, -5, -6, 1, -7]","[-5, -9, 4, 2, -8]","[-3, -1, -2, 5, -3]","[-1, -5, 8, 6, -4]","[-7, -5, -6, -7]","[-5, -9, 4, -8]","[-7, -5, -6, 4, 1, -7]","[-5, -9, 4, 4, 2, -8]","[-7, -5, -6, 1, -7, -0.1428571429, -0.2, -0.1666666667, 1.0, -0.1428571429]","[-5, -9, 4, 2, -8, -0.2, -0.1111111111, 0.25, 0.5, -0.125]","[-28, -20, -24, 4, -28]","[-20, -36, 16, 8, -32]","[-7, -5, -6, -7, 1]","[-5, 2, -8, -9, 4]",1.8523809524,2.0345238095,2.4004329004000002,1.8523809524,3.7047619048,1.8523809524,1.5190476190000002,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[3, 3, -4, 6, 7]","[6, 4, -1, 6, 4]","[7, 7, 0, 10, 11]","[10, 8, 3, 10, 8]","[3, 3, -4, 7]","[6, 4, -1, 4]","[3, 3, -4, 6, 4, 7]","[6, 4, -1, 6, 4, 4]","[3, 3, -4, 6, 7, 0.33333333330000003, 0.33333333330000003, -0.25, 0.1666666667, 0.1428571429]","[6, 4, -1, 6, 4, 0.1666666667, 0.25, -1.0, 0.1666666667, 0.25]","[12, 12, -16, 24, 28]","[24, 16, -4, 24, 16]","[-4, 7, 6, 3, 3]","[6, -1, 4, 4, 6]",1.3489177489,2.6761904762,1.4010319917,1.3489177489,2.6978354978,1.3489177489,1.3489177489,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[2, -2, -8, -2, -3, 9, 12, -12, -9, -4, 5, 4, 8, -3]","[9, -11, 13, 4, 10, 2, -9, 10, 5, -13, 13, -6, -11, -9]","[6, 2, -4, 2, 1, 13, 16, -8, -5, 0, 9, 8, 12, 1]","[13, -7, 17, 8, 14, 6, -5, 14, 9, -9, 17, -2, -7, -5]","[2, -2, -8, -2, -3, 9, 12, -12, -9, -4, 5, 4, -3]","[9, -11, 13, 4, 10, 2, -9, 10, 5, -13, 13, -6, -9]","[2, -2, 4, -8, -2, -3, 9, 12, -12, -9, -4, 5, 4, 8, -3]","[9, -11, 4, 13, 4, 10, 2, -9, 10, 5, -13, 13, -6, -11, -9]","[2, -2, -8, -2, -3, 9, 12, -12, -9, -4, 5, 4, 8, -3, 0.5, -0.5, -0.125, -0.5, -0.33333333330000003, 0.1111111111, 0.0833333333, -0.0833333333, -0.1111111111, -0.25, 0.2, 0.25, 0.125, -0.33333333330000003]","[9, -11, 13, 4, 10, 2, -9, 10, 5, -13, 13, -6, -11, -9, 0.1111111111, -0.0909090909, 0.0769230769, 0.25, 0.1, 0.5, -0.1111111111, 0.1, 0.2, -0.0769230769, 0.0769230769, -0.1666666667, -0.0909090909, -0.1111111111]","[8, -8, -32, -8, -12, 36, 48, -48, -36, -16, 20, 16, 32, -12]","[36, -44, 52, 16, 40, 8, -36, 40, 20, -52, 52, -24, -44, -36]","[-8, 2, -3, 12, 4, 8, -2, 5, 9, -12, -9, -4, -2, -3]","[-6, 10, 9, -9, 10, 13, -11, 5, 13, 4, -13, -11, -9, 2]",11.4388911742,7.6351648352,11.5112010796,11.4388911742,22.8777823484,11.4388911742,10.4388911742,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[1, -6, -3, -1, -6, -4, -6, -4, -1, -2, -5, -3]","[1, -1, 3, 2, 3, -4, 0, 2, -5, -4, 4, -2]","[5, -2, 1, 3, -2, 0, -2, 0, 3, 2, -1, 1]","[5, 3, 7, 6, 7, 0, 4, 6, -1, 0, 8, 2]","[1, -6, -3, -1, -6, -4, -6, -4, -1, -2, -3]","[1, -1, 3, 2, 3, -4, 0, 2, -5, -4, -2]","[1, -6, -3, -1, -6, -4, -6, -4, 4, -1, -2, -5, -3]","[1, -1, 3, 2, 3, -4, 0, 2, 4, -5, -4, 4, -2]","[1, -6, -3, -1, -6, -4, -6, -4, -1, -2, -5, -3, 1.0, -0.1666666667, -0.33333333330000003, -1.0, -0.1666666667, -0.25, -0.1666666667, -0.25, -1.0, -0.5, -0.2, -0.33333333330000003]","[1, -1, 3, 2, 3, -4, 0, 2, -5, -4, 4, -2, 1.0, -1.0, 0.33333333330000003, 0.5, 0.33333333330000003, -0.25, 'ZeroDivisionError', 0.5, -0.2, -0.25, 0.25, -0.5]","[4, -24, -12, -4, -24, -16, -24, -16, -4, -8, -20, -12]","[4, -4, 12, 8, 12, -16, 0, 8, -20, -16, 16, -8]","[-4, -6, -3, -1, 1, -2, -6, -1, -5, -6, -3, -4]","[4, -5, -1, -2, 0, -4, 2, 3, 1, 3, 2, -4]",7.9142857143,8.2575757576,,7.9142857143,error,7.9142857143,6.9142857143,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
[5],[3],[9],[7],[],[],"[4, 5]","[4, 3]","[5, 0.2]","[3, 0.33333333330000003]",[20],[12],[5],[3],0.25,0.25,0.125,0.25,0.5,0.25,0.0,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
